State,District,Village Name,Site Name,Latitude,Longitude,pH Level,Landuse,Soil Type,Drainage,Date,Soil Depth (m),Soil Porosity,Organic Matter,POPULATION_DENSITY(people/sq km),Humidity (%),Avg. Tidal Height (metres),Avg. Wind Speed (km/h),Avg. Temperature (°C),Soil Moisture (%),Avg. Surface Elevation (meters above sea level),GW level(mbgl),Rainfall,Permeability Value (Qualitative),Permeability Value (Numeric),datetime,dayofyear,weekofyear,quarter,predicted_gw_level
West Bengal,Murshidabad,Patakbari,Patakbari,24.154309,88.286383,7.1,Rural,Dense Sand,Low,01-01-2023,0.01,0.44,4.22,1334,61.68,0.65,12.82,37.88,25.03,42.65,8.85,8.08,Medium,0.4,2023-01-01,1,52,1,7.67370827345001
West Bengal,Murshidabad,Chandipur,CHANDIPUR,24.465725,88.413696,7.1,Urban,Dense Silt,Low,01-01-2023,1.0,0.5,2.01,1334,82.78,0.77,10.84,24.64,13.33,14.33,9.2,13.43,Low,0.92,2023-01-01,1,52,1,8.34250000000001
West Bengal,Murshidabad,Mirzapur Jain Colony,MIRZAPUR JAIN colony,24.437324,88.435747,7.1,Rural,Dense Clay,Moderate,01-01-2023,0.01,0.42,2.66,1334,66.03,0.8,19.87,27.99,24.75,34.1,7.69,14.88,Very high,0.74,2023-01-01,1,52,1,7.302400000000006
West Bengal,Murshidabad,Kuptala,KUPTALA,24.211415,88.468913,7.1,Urban,Dense Clay,Low,01-01-2023,10.0,0.49,4.55,1334,62.63,1.21,16.38,25.18,16.71,41.63,4.85,8.39,High,0.46,2023-01-01,1,52,1,6.56638649527
West Bengal,Murshidabad,Paranpur Dug Well,PARANPUR Dug well,24.735761,88.106442,7.1,Rural,Dense Sand,Low,01-01-2023,1.0,0.33,1.64,1334,52.7,1.16,18.11,32.94,19.49,18.15,2.91,6.39,Low,0.31,2023-01-01,1,52,1,4.112700000000007
West Bengal,Murshidabad,Natun Malancha,NATUN MALANCHA,24.664274,88.494081,7.1,Rural,Dense Sand,High,01-01-2023,10.0,0.44,1.97,1334,75.48,1.7,13.3,39.03,47.9,15.95,5.21,6.24,Medium,0.84,2023-01-01,1,52,1,5.411099999999998
West Bengal,Nadia,Hanskhali,Badkulla,23.376359,88.577126,7.0,Rural,Dense Sand,High,01-01-2023,0.1,0.43,3.38,1316,43.14,1.7,14.98,32.86,40.71,31.5,7.57,4.97,Low,0.88,2023-01-01,1,52,1,7.086681495260007
West Bengal,Nadia,Kaliaganj,Katwaghat,23.189443,88.246563,7.0,Rural,Dense Clay,Low,01-01-2023,0.1,0.44,2.9,1316,85.97,1.98,12.95,27.38,23.83,13.18,8.25,4.11,Low,0.67,2023-01-01,1,52,1,7.62769786096
West Bengal,Nadia,Kaliaganj,Palaey,23.841205,88.339927,7.0,Rural,Dense Clay,Low,01-01-2023,10.0,0.38,4.51,1316,80.59,0.85,17.55,32.97,48.82,16.94,6.04,2.82,High,0.83,2023-01-01,1,52,1,6.210199999999999
West Bengal,Nadia,Karimpur I,Karimpur,23.415226,88.767071,7.0,Rural,Dense Clay,High,01-01-2023,0.01,0.42,4.62,1316,44.84,1.61,17.31,22.84,48.32,43.34,2.54,8.73,High,0.88,2023-01-01,1,52,1,3.711300000000005
West Bengal,Nadia,Karimpur II,Mahisabathan,23.483858,88.337099,7.0,Urban,Dense Sand,High,01-01-2023,0.01,0.47,3.51,1316,80.4,1.05,18.12,25.02,37.7,18.94,2.68,7.7,Medium,0.77,2023-01-01,1,52,1,4.257118201540004
West Bengal,Nadia,Karimpur II,Utr Kechuadanga,23.152134,88.559386,7.0,Urban,Dense Clay,Moderate,01-01-2023,10.0,0.5,4.34,1316,68.11,0.69,17.47,36.6,17.87,20.94,7.69,4.86,Very high,0.76,2023-01-01,1,52,1,6.987075587100008
West Bengal,Nadia,Krishnaganj,Bhajanghat,23.777978,88.747426,7.0,Urban,Dense Silt,Moderate,01-01-2023,1.0,0.48,1.26,1316,78.87,0.54,13.82,25.36,28.13,19.36,2.1,4.57,Very high,0.78,2023-01-01,1,52,1,3.503918539100005
West Bengal,Nadia,Krishnanagar I,Dignagar,23.74517,88.62997,7.0,Urban,Dense Sand,Moderate,01-01-2023,1.0,0.48,1.02,1316,71.34,1.19,17.7,34.75,20.28,29.93,8.73,5.65,Very high,0.52,2023-01-01,1,52,1,7.800600000000008
West Bengal,Nadia,Krishnanagar II,Bahadurpur,23.572668,88.410414,7.0,Urban,Dense Sand,Moderate,01-01-2023,0.01,0.34,1.9,1316,71.8,0.64,18.91,27.79,19.14,13.52,6.92,3.37,High,0.99,2023-01-01,1,52,1,6.21457385696
West Bengal,Nadia,Nabadwip,Nabadwipghat,23.440446,88.659728,7.0,Urban,Dense Silt,High,01-01-2023,0.01,0.48,2.07,1316,47.24,1.19,19.92,32.27,32.97,21.69,8.38,1.9,High,0.26,2023-01-01,1,52,1,7.4196449688599975
West Bengal,Nadia,Nabadwip,Nabadwiptown,23.444332,88.372091,7.0,Rural,Dense Clay,Low,01-01-2023,0.1,0.37,1.67,1316,52.79,0.55,13.94,34.51,44.53,35.54,4.88,4.86,Low,0.86,2023-01-01,1,52,1,5.411265317939996
West Bengal,Nadia,Nakashipara,Mayapur,23.365026,88.602171,7.0,Urban,Dense Clay,Low,01-01-2023,0.1,0.4,3.52,1316,42.6,1.74,12.28,20.73,20.84,16.98,3.03,12.51,Very high,0.69,2023-01-01,1,52,1,4.087099999999993
West Bengal,Nadia,Tehatta,Shyamnagar,23.458269,88.370383,7.0,Rural,Dense Silt,Low,01-01-2023,0.01,0.33,2.46,1316,46.55,1.94,14.64,23.1,38.74,15.04,2.96,6.31,High,0.67,2023-01-01,1,52,1,4.025218201539998
West Bengal,Paschim Barddhaman,Aansol,Aansol,23.782076,87.07341,7.2,Rural,Dense Silt,High,01-01-2023,0.01,0.32,2.22,1099,68.15,2.0,10.45,20.73,32.93,42.05,6.59,8.22,Very high,0.22,2023-01-01,1,52,1,6.523399999999999
West Bengal,Paschim Barddhaman,Burnpur,Burnpur,23.812796,86.569376,7.2,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.39,3.88,1099,59.2,1.33,13.24,34.09,38.12,25.3,6.11,5.73,Low,0.61,2023-01-01,1,52,1,6.102600000000008
West Bengal,Paschim Barddhaman,Dadkha,Dadkha,23.737084,86.579496,7.2,Rural,Dense Clay,High,01-01-2023,1.0,0.31,4.97,1099,89.1,1.62,17.41,26.08,25.42,10.4,6.27,4.91,High,0.99,2023-01-01,1,52,1,6.102599999999995
West Bengal,Paschim Barddhaman,Kalla,Kalla,23.989721,87.034639,7.2,Urban,Dense Silt,Moderate,01-01-2023,0.1,0.3,1.31,1099,46.2,0.52,10.84,27.25,36.04,18.52,8.95,11.76,Very high,0.74,2023-01-01,1,52,1,7.871545155000004
West Bengal,Paschim Barddhaman,Kanyapur,Kanyapur,23.929917,87.03475,7.2,Urban,Dense Silt,Low,01-01-2023,0.01,0.35,2.99,1099,68.91,0.54,18.34,36.25,47.51,41.85,2.94,1.4,Low,0.88,2023-01-01,1,52,1,4.033373292309998
West Bengal,Paschim Barddhaman,Andal,Andal,23.750367,87.061598,7.2,Urban,Dense Clay,Low,01-01-2023,0.1,0.3,1.69,1099,47.91,1.84,12.51,32.06,46.48,46.42,2.38,10.62,Very high,0.31,2023-01-01,1,52,1,3.7537999999999982
West Bengal,Paschim Barddhaman,Andal,Andal,23.971828,87.373322,7.2,Urban,Dense Sand,Low,01-01-2023,0.01,0.36,2.52,1099,78.61,1.3,13.17,30.82,11.03,16.21,4.0,3.07,High,0.86,2023-01-01,1,52,1,4.608727385500001
West Bengal,Paschim Barddhaman,Andal Gram,Andal Gram,23.978713,86.513261,7.2,Urban,Dense Silt,High,01-01-2023,0.1,0.47,3.74,1099,66.32,1.84,16.67,20.46,42.47,16.71,8.65,9.29,Medium,0.98,2023-01-01,1,52,1,7.697899999999992
West Bengal,Paschim Barddhaman,Babuisal,Babuisal,23.84448,87.492046,7.2,Urban,Dense Silt,Low,01-01-2023,10.0,0.35,2.58,1099,42.55,0.96,18.6,33.88,20.52,33.26,6.81,7.62,Medium,0.81,2023-01-01,1,52,1,6.483399999999993
West Bengal,Paschim Barddhaman,Bankola,Bankola,23.695065,87.232468,7.2,Rural,Dense Sand,Moderate,01-01-2023,10.0,0.46,3.39,1099,86.25,0.94,19.38,31.66,43.93,18.5,6.44,13.17,High,0.53,2023-01-01,1,52,1,6.153219392030003
West Bengal,Paschim Barddhaman,Dakshin Khanda,Dakshin Khanda,23.944956,86.53608,7.2,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.35,1.32,1099,48.71,1.0,14.38,22.44,34.61,28.69,9.79,12.82,Low,0.35,2023-01-01,1,52,1,6.2414008448599985
West Bengal,Paschim Barddhaman,Dignata Andal,Dignata Andal,23.604666,86.963468,7.2,Rural,Dense Clay,Low,01-01-2023,10.0,0.45,3.57,1099,58.11,0.95,18.86,32.23,39.26,16.12,3.21,5.77,Very high,0.62,2023-01-01,1,52,1,4.168499999999997
West Bengal,Paschim Barddhaman,Ukhra,Ukhra,23.835035,87.185579,7.2,Urban,Dense Silt,Moderate,01-01-2023,1.0,0.34,3.69,1099,86.08,1.83,12.67,23.23,27.55,44.74,5.46,12.76,Very high,0.36,2023-01-01,1,52,1,5.7094999999999985
West Bengal,Paschim Barddhaman,Gaighata,Gaighata,23.743044,86.989434,7.2,Urban,Dense Clay,Moderate,01-01-2023,0.1,0.44,2.48,1099,75.99,0.61,11.01,33.24,24.61,38.43,2.96,3.73,High,0.46,2023-01-01,1,52,1,4.055349390409996
West Bengal,Paschim Barddhaman,Ikra,Ikra,23.791784,87.222503,7.2,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.41,2.93,1099,52.16,0.53,17.3,39.03,18.15,37.52,5.82,13.44,Low,0.26,2023-01-01,1,52,1,5.703344232660002
West Bengal,Paschim Barddhaman,Pandabeswar,Pandabeswar,23.736621,87.13739,7.2,Urban,Dense Silt,Moderate,01-01-2023,10.0,0.42,2.19,1099,62.13,1.97,13.73,37.52,49.48,42.71,6.43,14.16,Low,0.87,2023-01-01,1,52,1,6.505355326699995
West Bengal,Paschim Barddhaman,Pandaveswar,Pandaveswar,23.568978,87.304607,7.2,Rural,Dense Clay,High,01-01-2023,1.0,0.41,3.57,1099,49.82,1.16,19.61,26.93,45.64,40.31,7.15,10.1,Medium,0.41,2023-01-01,1,52,1,6.97759999999999
West Bengal,Paschim Barddhaman,Domra,Domra,23.545241,86.817349,7.2,Urban,Dense Silt,Low,01-01-2023,0.1,0.35,4.34,1099,83.67,0.84,19.46,37.37,31.07,13.01,2.07,2.88,Low,0.43,2023-01-01,1,52,1,4.198699999999997
West Bengal,Paschim Barddhaman,Kanksa,Kanksa,23.713429,86.717346,7.2,Urban,Dense Silt,Low,01-01-2023,10.0,0.44,2.54,1099,75.01,1.25,13.37,20.52,41.71,30.78,9.07,9.98,Very high,1.0,2023-01-01,1,52,1,8.066100000000011
West Bengal,Paschim Barddhaman,Kanksa,Kanksa,23.553125,87.373198,7.2,Urban,Dense Sand,High,01-01-2023,10.0,0.33,2.07,1099,68.19,1.12,18.75,30.34,32.01,43.28,6.24,7.1,High,0.84,2023-01-01,1,52,1,6.293600000000003
West Bengal,Paschim Barddhaman,Kanksa Dug Well,Kanksa Dug Well,23.828488,86.919067,7.2,Urban,Dense Silt,Low,01-01-2023,0.01,0.44,4.87,1099,83.88,0.7,12.37,23.17,19.53,27.35,6.36,12.88,Low,0.41,2023-01-01,1,52,1,6.2488000000000055
West Bengal,Paschim Barddhaman,Kuldiha,Kuldiha,23.731398,86.739133,7.2,Urban,Dense Silt,Low,01-01-2023,10.0,0.48,2.35,1099,47.62,0.71,19.28,32.73,21.21,10.3,4.82,13.24,High,0.72,2023-01-01,1,52,1,6.358011106240001
West Bengal,Paschim Barddhaman,Piariganj,Piariganj,23.792264,86.78391,7.2,Urban,Dense Sand,High,01-01-2023,0.1,0.38,3.03,1099,58.74,1.98,15.98,37.33,45.69,23.9,5.0,10.67,Medium,0.58,2023-01-01,1,52,1,5.4924
West Bengal,Paschim Barddhaman,Silampur (New),Silampur (New),23.701709,87.386388,7.2,Rural,Dense Clay,Low,01-01-2023,0.01,0.42,2.81,1099,75.45,1.48,16.83,28.87,13.97,20.81,4.79,4.86,Medium,0.55,2023-01-01,1,52,1,5.477624952900004
West Bengal,Paschim Barddhaman,Arrahgram,Arrahgram,23.543677,86.743426,7.2,Urban,Dense Sand,Low,01-01-2023,10.0,0.39,3.55,1099,76.05,1.19,13.4,27.89,48.77,35.84,7.35,6.39,Medium,0.42,2023-01-01,1,52,1,6.851300000000008
West Bengal,Paschim Barddhaman,Barakar,Barakar,23.812088,87.215183,7.2,Urban,Dense Sand,Moderate,01-01-2023,10.0,0.39,1.67,1099,61.86,1.18,11.2,27.11,18.17,48.69,4.55,12.82,Very high,0.58,2023-01-01,1,52,1,5.308039506800004
West Bengal,Paschim Barddhaman,Barakar,Barakar,23.660727,87.225628,7.2,Rural,Dense Clay,High,01-01-2023,10.0,0.39,3.39,1099,83.22,1.15,12.12,33.38,28.7,48.45,3.95,5.78,Low,0.42,2023-01-01,1,52,1,4.721299999999997
West Bengal,Paschim Barddhaman,Kulti,Kulti,23.980542,87.068571,7.2,Rural,Dense Silt,High,01-01-2023,0.01,0.41,2.17,1099,62.69,1.71,10.43,37.78,12.33,23.36,7.1,10.46,High,0.81,2023-01-01,1,52,1,6.918100000000009
West Bengal,Paschim Barddhaman,Kultora,Kultora,23.916321,86.689055,7.2,Rural,Dense Clay,Low,01-01-2023,0.1,0.45,3.22,1099,45.12,1.93,17.58,28.55,22.13,12.38,4.26,3.99,Low,0.43,2023-01-01,1,52,1,4.7491999999999965
West Bengal,Bankura,Benajira,Benajira,23.1767,87.0678,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.352466336,1.816331201,523,48.99836203,0.632337134,11.62020504,10.74617254,12.51680155,379.3993739,5.262247441,6.191023433,Medium,0.518775558,2023-01-01,1,52,1,5.370907798480001
West Bengal,Bankura,Bhagabanpur,Bhagabanpur,23.1994,87.0003,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.412014825,1.481971064,523,48.77854807,0.645118998,14.26675518,13.55745899,11.19646753,400.3330764,1.300242161,4.217947321,Medium,0.579880861,2023-01-01,1,52,1,3.362470775620003
West Bengal,Bankura,Kenjakura,Kenjakura,23.2692,86.9254,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.427143305,3.831158466,523,56.78726782,0.931991016,9.487717109,10.5467802,12.77639744,116.7084836,6.669207081,5.114418087,Low,0.404017732,2023-01-01,1,52,1,6.012404475009999
West Bengal,Bankura,Lokepur,Lokepur,23.2301,87.05,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.3646475,0.980540011,523,48.49718403,0.66501991,7.115302157,18.85547031,19.60496303,199.9656081,5.56963574,6.818544382,Medium,0.490712116,2023-01-01,1,52,1,5.544190034880005
West Bengal,Bankura,Bankura,Bankura,23.2286,87.0654,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.362203917,1.932928968,523,58.66419132,0.514652243,15.36730591,19.2184672,16.57177416,382.4106032,1.806516012,0.124347138,Very low,0.680744107,2023-01-01,1,52,1,2.70758579741
West Bengal,Bankura,Belboni,Belboni,23.28944,87.16745,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.433889606,3.265101495,523,56.10109363,0.774020864,19.05112968,19.16395396,18.95970664,238.0573296,3.244863695,6.109409678,Very low,0.707873126,2023-01-01,1,52,1,4.82401879007
West Bengal,Bankura,Beliatore,Beliatore,23.318,87.2202,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.331064244,3.510048316,523,41.76843863,0.993100859,19.84898532,17.32106239,16.06748101,432.4971971,5.246949545,4.397527719,Medium,0.640731059,2023-01-01,1,52,1,4.906790671270002
West Bengal,Bankura,Bikna,Bikna,23.2538,87.0903,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.331016949,1.453084433,523,40.14560021,0.831828528,8.75206149,18.93494182,15.10462093,352.186444,0.58208705,5.804932337,Medium,0.561891575,2023-01-01,1,52,1,2.2421004877800033
West Bengal,Bankura,Kadahghati,Kadahghati,23.2624,87.1017,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.42705014,4.604909395,523,45.70047831,0.88140676,18.91590211,10.58654436,15.95979244,267.750685,8.736729319,7.083107649,Medium,0.776679338,2023-01-01,1,52,1,5.065811967970001
West Bengal,Bankura,Makurgram,Makurgram,23.2726,87.1414,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.428887391,1.382547235,523,49.65564325,0.597106191,10.43851189,17.09426577,12.44378032,92.4929935,6.023809265,8.178940683,Medium,0.14087061,2023-01-01,1,52,1,5.382158154689998
West Bengal,Bankura,Shalbani,Shalbani,23.25607,87.0185,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.348868665,2.537221307,523,53.52808109,0.606966497,5.77516252,10.05426968,11.28341691,261.7560162,3.656994609,3.905772849,Low,0.866444713,2023-01-01,1,52,1,4.120496405079997
West Bengal,Bankura,Barjora,Barjora,23.425,87.284,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.306747102,4.832879135,523,51.61678362,0.547744518,13.76524587,19.96264273,10.99170467,198.3142431,4.420329529,1.683825282,High,0.590628458,2023-01-01,1,52,1,5.874878837160001
West Bengal,Bankura,Chunpara,Chunpara,23.452,87.2948,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.362409126,1.795248919,523,50.95360147,0.983088449,6.271654661,17.83528778,16.37958266,156.2596045,9.295704497,2.99368583,Very low,0.270968093,2023-01-01,1,52,1,7.596327120649991
West Bengal,Bankura,Hatasuria,Hatasuria,23.3958,87.3013,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.374492388,3.353285856,523,48.52026157,0.859755303,10.93888687,14.48796835,19.16239042,11.00258002,3.991466585,4.303255514,Very low,0.422275688,2023-01-01,1,52,1,4.258260953690006
West Bengal,Bankura,Sahabdi,Sahabdi,23.4013,87.2841,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.49850172,4.811763711,523,52.83384478,0.544084611,8.43917386,13.68647232,14.13193371,313.4821541,6.63763353,2.794750108,High,0.432095161,2023-01-01,1,52,1,6.1107711644600045
West Bengal,Bankura,Tarasingh,Tarasingh,23.443,87.2916,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.45556314,2.30841254,523,40.874163,0.936602348,7.190534107,19.65992721,14.40051868,313.7960156,4.60698113,6.365190168,Medium,0.15665331,2023-01-01,1,52,1,4.577074239170003
West Bengal,Bankura,"Basudevpur, Anchal","Basudevpur, Anchal",23.0416,87.37,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.48998279,1.291291137,523,49.76169637,0.950427403,10.25216305,16.27921644,16.84105757,237.3471353,6.813245492,9.183871941,Medium,0.321100717,2023-01-01,1,52,1,6.2543923873599985
West Bengal,Bankura,Basudevpurcamp(No.1,Basudevpurcamp(No.,23.0208,87.3347,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.460857541,3.531417888,523,41.78468746,0.688044605,6.293095621,16.44618053,15.85937592,152.2511632,8.83631445,6.187567417,High,0.292270677,2023-01-01,1,52,1,7.564949912380002
West Bengal,Bankura,Belsula,Belsula,23.0283,87.4039,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.45415733,3.882526767,523,41.95523921,0.688610473,13.68109277,19.65118218,15.75384966,445.4518434,1.071818035,6.850742036,High,0.712538569,2023-01-01,1,52,1,2.110049923090003
West Bengal,Bankura,Bishnupur,Bishnupur,23.0733,87.327,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.33362453,2.515200264,523,57.43223596,0.738627371,12.15341937,11.18833593,13.9865216,390.637554,9.847006132,1.229942117,Very low,0.139934152,2023-01-01,1,52,1,7.99542610536001
West Bengal,Bankura,Bishnupur,Bishnupur,23.0656,87.3152,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.432533295,4.671982256,523,58.49702008,0.514743331,14.78444204,19.20678997,19.52069234,80.38942681,6.869602876,2.804605634,High,0.168461463,2023-01-01,1,52,1,6.031273750440001
West Bengal,Bankura,Bishnupur Kalindi,Bishnupur Kalindi,23.0807,87.308,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.340032295,3.715388844,523,40.91397104,0.972859672,14.51116374,13.18908621,15.43399056,277.5985496,8.608275147,7.281004708,Low,0.149555449,2023-01-01,1,52,1,6.689067896829991
West Bengal,Bankura,Hereparlat Forest Beat,Hereparlat Forest,23.073,87.3497,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.388102541,2.522366021,523,40.3779485,0.984848318,14.72715482,17.44444683,19.57536957,421.641125,0.681150152,9.498316632,Very low,0.533988466,2023-01-01,1,52,1,2.890838293689995
West Bengal,Bankura,Jayrampur,Jayrampur,23.1796,87.3396,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.312921368,2.861597982,523,55.20909365,0.695674031,14.74943597,11.9731382,18.03173668,121.4841497,0.773000565,9.100955776,Very low,0.146481463,2023-01-01,1,52,1,2.108751634839997
West Bengal,Bankura,Kharkasuli,Kharkasuli,23.03465,87.31852,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.313930664,1.10101739,523,53.15322089,0.61287561,16.91215688,15.44462675,17.12024426,330.9813667,6.583881106,3.814939308,Low,0.206827339,2023-01-01,1,52,1,5.542323011779997
West Bengal,Bankura,Radhanagar,Radhanagar,23.4,86.974,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.318449376,3.137652078,523,42.81516354,0.846477548,11.22524883,12.04207127,19.28364044,380.8520797,5.823937993,6.343783686,Very low,0.386303293,2023-01-01,1,52,1,5.629954384859999
West Bengal,Bankura,Radheshyam Temple,Radheshyam Temple,23.23169,87.0725,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.322690128,4.791346443,523,48.21530325,0.740440141,9.839652457,16.64903388,19.73452096,277.1431555,9.971912301,8.991063744,High,0.262027096,2023-01-01,1,52,1,5.817133876520002
West Bengal,Bankura,Siromonipur,Siromonipur,23.0532,87.3471,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.390397924,0.827800128,523,44.28860636,0.75586318,19.25873232,15.94333132,17.44466224,477.4738169,2.397056644,7.790110088,Medium,0.129715093,2023-01-01,1,52,1,3.810817034099996
West Bengal,Bankura,Tribanka,Tribanka,23.0388,87.39088,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.447511706,1.795702821,523,53.60133824,0.571909407,17.36959746,14.58051801,13.09013347,110.3564484,4.501790053,9.892072489,Medium,0.613155371,2023-01-01,1,52,1,5.188723820499995
West Bengal,Bankura,Bandhakona,Bandhakona,23.3693,87.252,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.38410092,3.760036484,523,42.1969725,0.779239524,5.435561922,13.22168544,15.34361469,242.4620486,7.025530938,8.321647635,High,0.846182413,2023-01-01,1,52,1,5.5574812404700005
West Bengal,Bankura,Brindabanpur,Brindabanpur,23.311,87.2791,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.424306198,2.252193516,523,44.68002174,0.627587642,18.18645481,16.32705297,16.88087832,174.4646609,2.418652323,3.000587329,High,0.855156645,2023-01-01,1,52,1,5.305665801459998
West Bengal,Bankura,Dejuri,Dejuri,23.4134,87.2764,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.408367777,2.516136847,523,56.51081304,0.691204955,10.60590966,10.08396196,13.15483169,43.50329443,7.699687632,4.335606027,Very low,0.770691934,2023-01-01,1,52,1,6.820262880849994
West Bengal,Bankura,Babupara,Babupara,23.30005,86.9581,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.351958804,4.902648151,523,41.70448489,0.896756332,5.439271343,18.70593937,15.26505037,28.68626191,0.779445215,3.76777035,Medium,0.805740649,2023-01-01,1,52,1,2.574066244990003
West Bengal,Bankura,Gouripur,Gouripur,23.2859,86.9941,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.326331069,2.213859976,523,59.69799876,0.507511061,11.79103518,13.97476241,10.5135824,470.0616736,3.466171695,4.971177156,Very low,0.218206323,2023-01-01,1,52,1,3.8467523908600043
West Bengal,Bankura,Koroasole,Koroasole,23.348,86.9222,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.1,0.374714051,3.542621509,523,56.87880517,0.880915127,9.587244692,18.87358503,16.32289065,489.6887667,1.137110974,2.382614159,High,0.220861065,2023-01-01,1,52,1,2.3462567582199974
West Bengal,Bankura,Susunia,Susunia,23.4,86.974,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.480725292,1.606435358,523,53.91181377,0.861571301,11.5020935,16.13976886,16.33988881,324.0505141,4.979948845,6.430610246,High,0.583654811,2023-01-01,1,52,1,5.372009456510004
West Bengal,Bankura,Chatna,Chatna,23.3074,86.969,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.384308211,4.406160051,523,47.49396353,0.544394843,6.898273201,19.73559356,17.56562598,451.9812826,9.819553367,4.112326406,Medium,0.975236921,2023-01-01,1,52,1,7.784345116860007
West Bengal,Bankura,Kamalpur,Kamalpur,23.3017,86.8532,7.0,Rural,Dense Silt,Moderate,01-01-2023,10.0,0.472908851,4.150652907,523,40.21316131,0.712335122,18.75334393,18.13195234,13.38053356,385.5966975,6.001688622,6.418910247,Low,0.525040776,2023-01-01,1,52,1,5.567388777340002
West Bengal,Bankura,Amarkanan,Amarkanan,23.3931,87.1094,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.313730243,3.681898381,523,59.79951993,0.800046901,12.97193148,19.31310931,14.07882003,473.0392733,4.538430461,6.531635604,Very low,0.598697149,2023-01-01,1,52,1,4.7194126229000055
West Bengal,Bankura,Deuli More,Deuli More,23.4369,87.1129,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.377773934,3.77318955,523,57.49145089,0.968059289,5.807154018,18.89762316,11.19669048,379.2367937,6.108173116,0.231025755,Medium,0.27133188,2023-01-01,1,52,1,5.986545083199996
West Bengal,Bankura,Khanta,Khanta,23.3396,87.0958,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.365049335,3.802592853,523,55.40387037,0.966271426,18.44714442,14.29145818,18.98088597,308.4666721,5.04959112,7.361257561,Very low,0.639988094,2023-01-01,1,52,1,5.150057905320001
West Bengal,Bankura,Rangamati,Rangamati,23.4784,87.0475,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.404133138,1.229024102,523,46.09607968,0.9789759,10.49403661,18.50747457,19.28158787,86.33579341,6.155350969,4.581292735,High,0.24176904,2023-01-01,1,52,1,5.984010929599995
West Bengal,Bankura,Gangajal Ghati,Gangajal Ghati,23.0653,86.8904,7.0,Rural,Dense Silt,Moderate,01-01-2023,1.0,0.337459216,3.233133535,523,58.97226396,0.788390898,5.967360658,17.39982324,17.90199017,150.0922344,9.400766265,9.681862289,Very low,0.870332609,2023-01-01,1,52,1,8.099789239430004
West Bengal,Bankura,Kusthalia,Kusthalia,23.0925,86.9061,7.0,Rural,Dense Silt,Moderate,01-01-2023,0.01,0.404579317,2.083159281,523,48.25538024,0.864976687,14.09560766,14.6417991,12.57708402,330.340689,2.370636531,1.676129453,Low,0.990586238,2023-01-01,1,52,1,5.00155577343
